"week","inventory_needed","number_of_items_needed"
45,"POG25P2F-WE-AJR",30
46,"POG25P2F-WE-AJR",30
47,"POG25P2F-WE-AJR",29
48,"POG25P2F-WE-AJR",29
49,"POG25P2F-WE-AJR",28
50,"POG25P2F-WE-AJR",28
51,"POG25P2F-WE-AJR",28
52,"POG25P2F-WE-AJR",27
53,"POG25P2F-WE-AJR",27
1,"POG25P2SH-AJR",83
2,"POG25P2SH-AJR",37
3,"POG25P2SH-AJR",38
4,"POG25P2SH-AJR",38
5,"POG25P2SH-AJR",38
6,"POG25P2SH-AJR",38
7,"POG25P2SH-AJR",38
8,"POG25P2SH-AJR",38
9,"POG25P2SH-AJR",38
10,"POG25P2SH-AJR",39
11,"POG25P2SH-AJR",39
12,"POG25P2SH-AJR",39
13,"POG25P2SH-AJR",39
14,"POG25P2SH-AJR",39
15,"POG25P2SH-AJR",39
16,"POG25P2SH-AJR",39
17,"POG25P2SH-AJR",39
18,"POG25P2SH-AJR",40
19,"POG25P2SH-AJR",40
20,"POG25P2SH-AJR",40
21,"POG25P2SH-AJR",40
22,"POG25P2SH-AJR",40
23,"POG25P2SH-AJR",40
24,"POG25P2SH-AJR",41
25,"POG25P2SH-AJR",41
26,"POG25P2SH-AJR",41
27,"POG25P2SH-AJR",41
28,"POG25P2SH-AJR",41
29,"POG25P2SH-AJR",41
30,"POG25P2SH-AJR",41
31,"POG25P2SH-AJR",42
32,"POG25P2SH-AJR",42
33,"POG25P2SH-AJR",42
34,"POG25P2SH-AJR",42
35,"POG25P2SH-AJR",42
36,"POG25P2SH-AJR",42
37,"POG25P2SH-AJR",42
38,"POG25P2SH-AJR",43
39,"POG25P2SH-AJR",43
40,"POG25P2SH-AJR",43
41,"POG25P2SH-AJR",43
42,"POG25P2SH-AJR",43
43,"POG25P2SH-AJR",43
44,"POG25P2SH-AJR",44
45,"POG25P2SH-AJR",44
46,"POG25P2SH-AJR",44
47,"POG25P2SH-AJR",44
48,"POG25P2SH-AJR",44
49,"POG25P2SH-AJR",44
50,"POG25P2SH-AJR",45
51,"POG25P2SH-AJR",45
52,"POG25P2SH-AJR",45
53,"POG25P2SH-AJR",45
1,"POG25RP2P-AJR",340
2,"POG25RP2P-AJR",209
3,"POG25RP2P-AJR",207
4,"POG25RP2P-AJR",205
5,"POG25RP2P-AJR",203
6,"POG25RP2P-AJR",201
7,"POG25RP2P-AJR",199
8,"POG25RP2P-AJR",198
9,"POG25RP2P-AJR",196
10,"POG25RP2P-AJR",194
11,"POG25RP2P-AJR",192
12,"POG25RP2P-AJR",190
13,"POG25RP2P-AJR",189
14,"POG25RP2P-AJR",187
15,"POG25RP2P-AJR",185
16,"POG25RP2P-AJR",183
17,"POG25RP2P-AJR",182
18,"POG25RP2P-AJR",180
19,"POG25RP2P-AJR",178
20,"POG25RP2P-AJR",176
21,"POG25RP2P-AJR",175
22,"POG25RP2P-AJR",173
23,"POG25RP2P-AJR",172
24,"POG25RP2P-AJR",170
25,"POG25RP2P-AJR",168
26,"POG25RP2P-AJR",167
27,"POG25RP2P-AJR",165
28,"POG25RP2P-AJR",164
29,"POG25RP2P-AJR",162
30,"POG25RP2P-AJR",161
31,"POG25RP2P-AJR",159
32,"POG25RP2P-AJR",158
33,"POG25RP2P-AJR",156
34,"POG25RP2P-AJR",155
35,"POG25RP2P-AJR",153
36,"POG25RP2P-AJR",152
37,"POG25RP2P-AJR",150
38,"POG25RP2P-AJR",149
39,"POG25RP2P-AJR",147
40,"POG25RP2P-AJR",146
41,"POG25RP2P-AJR",145
42,"POG25RP2P-AJR",143
43,"POG25RP2P-AJR",142
44,"POG25RP2P-AJR",141
45,"POG25RP2P-AJR",139
46,"POG25RP2P-AJR",138
47,"POG25RP2P-AJR",137
48,"POG25RP2P-AJR",135
49,"POG25RP2P-AJR",134
50,"POG25RP2P-AJR",133
51,"POG25RP2P-AJR",132
52,"POG25RP2P-AJR",130
53,"POG25RP2P-AJR",129
1,"POG3P2SSH-AJR",621
2,"POG3P2SSH-AJR",429
3,"POG3P2SSH-AJR",422
4,"POG3P2SSH-AJR",415
5,"POG3P2SSH-AJR",409
6,"POG3P2SSH-AJR",402
7,"POG3P2SSH-AJR",396
8,"POG3P2SSH-AJR",389
9,"POG3P2SSH-AJR",383
10,"POG3P2SSH-AJR",377
11,"POG3P2SSH-AJR",371
12,"POG3P2SSH-AJR",365
13,"POG3P2SSH-AJR",359
14,"POG3P2SSH-AJR",353
15,"POG3P2SSH-AJR",348
16,"POG3P2SSH-AJR",342
17,"POG3P2SSH-AJR",337
18,"POG3P2SSH-AJR",331
19,"POG3P2SSH-AJR",326
20,"POG3P2SSH-AJR",321
21,"POG3P2SSH-AJR",315
22,"POG3P2SSH-AJR",310
23,"POG3P2SSH-AJR",305
24,"POG3P2SSH-AJR",300
25,"POG3P2SSH-AJR",296
26,"POG3P2SSH-AJR",291
27,"POG3P2SSH-AJR",286
28,"POG3P2SSH-AJR",282
29,"POG3P2SSH-AJR",277
30,"POG3P2SSH-AJR",273
31,"POG3P2SSH-AJR",268
32,"POG3P2SSH-AJR",264
33,"POG3P2SSH-AJR",260
34,"POG3P2SSH-AJR",256
35,"POG3P2SSH-AJR",251
36,"POG3P2SSH-AJR",247
37,"POG3P2SSH-AJR",243
38,"POG3P2SSH-AJR",239
39,"POG3P2SSH-AJR",236
40,"POG3P2SSH-AJR",232
41,"POG3P2SSH-AJR",228
42,"POG3P2SSH-AJR",224
43,"POG3P2SSH-AJR",221
44,"POG3P2SSH-AJR",217
45,"POG3P2SSH-AJR",214
46,"POG3P2SSH-AJR",210
47,"POG3P2SSH-AJR",207
48,"POG3P2SSH-AJR",204
49,"POG3P2SSH-AJR",200
50,"POG3P2SSH-AJR",197
51,"POG3P2SSH-AJR",194
52,"POG3P2SSH-AJR",191
53,"POG3P2SSH-AJR",188
1,"POG5/PEMU250P2SSH",106
2,"POG5/PEMU250P2SSH",81
3,"POG5/PEMU250P2SSH",79
4,"POG5/PEMU250P2SSH",77
5,"POG5/PEMU250P2SSH",75
6,"POG5/PEMU250P2SSH",73
7,"POG5/PEMU250P2SSH",72
8,"POG5/PEMU250P2SSH",70
9,"POG5/PEMU250P2SSH",68
10,"POG5/PEMU250P2SSH",67
11,"POG5/PEMU250P2SSH",65
12,"POG5/PEMU250P2SSH",63
13,"POG5/PEMU250P2SSH",62
14,"POG5/PEMU250P2SSH",60
15,"POG5/PEMU250P2SSH",59
16,"POG5/PEMU250P2SSH",58
17,"POG5/PEMU250P2SSH",56
18,"POG5/PEMU250P2SSH",55
19,"POG5/PEMU250P2SSH",54
20,"POG5/PEMU250P2SSH",52
21,"POG5/PEMU250P2SSH",51
22,"POG5/PEMU250P2SSH",50
23,"POG5/PEMU250P2SSH",49
24,"POG5/PEMU250P2SSH",47
25,"POG5/PEMU250P2SSH",46
26,"POG5/PEMU250P2SSH",45
27,"POG5/PEMU250P2SSH",44
28,"POG5/PEMU250P2SSH",43
29,"POG5/PEMU250P2SSH",42
30,"POG5/PEMU250P2SSH",41
31,"POG5/PEMU250P2SSH",40
32,"POG5/PEMU250P2SSH",39
33,"POG5/PEMU250P2SSH",38
34,"POG5/PEMU250P2SSH",37
35,"POG5/PEMU250P2SSH",36
36,"POG5/PEMU250P2SSH",35
37,"POG5/PEMU250P2SSH",35
38,"POG5/PEMU250P2SSH",34
39,"POG5/PEMU250P2SSH",33
40,"POG5/PEMU250P2SSH",32
41,"POG5/PEMU250P2SSH",31
42,"POG5/PEMU250P2SSH",31
43,"POG5/PEMU250P2SSH",30
44,"POG5/PEMU250P2SSH",29
45,"POG5/PEMU250P2SSH",29
46,"POG5/PEMU250P2SSH",28
47,"POG5/PEMU250P2SSH",27
48,"POG5/PEMU250P2SSH",26
49,"POG5/PEMU250P2SSH",26
50,"POG5/PEMU250P2SSH",25
51,"POG5/PEMU250P2SSH",25
52,"POG5/PEMU250P2SSH",24
53,"POG5/PEMU250P2SSH",23
1,"POG50P2F-WE-AJR",88
2,"POG50P2F-WE-AJR",44
3,"POG50P2F-WE-AJR",44
4,"POG50P2F-WE-AJR",44
5,"POG50P2F-WE-AJR",44
6,"POG50P2F-WE-AJR",44
7,"POG50P2F-WE-AJR",44
8,"POG50P2F-WE-AJR",44
9,"POG50P2F-WE-AJR",44
10,"POG50P2F-WE-AJR",44
11,"POG50P2F-WE-AJR",44
12,"POG50P2F-WE-AJR",44
13,"POG50P2F-WE-AJR",44
14,"POG50P2F-WE-AJR",44
15,"POG50P2F-WE-AJR",44
16,"POG50P2F-WE-AJR",44
17,"POG50P2F-WE-AJR",44
18,"POG50P2F-WE-AJR",44
19,"POG50P2F-WE-AJR",44
20,"POG50P2F-WE-AJR",44
21,"POG50P2F-WE-AJR",44
22,"POG50P2F-WE-AJR",44
23,"POG50P2F-WE-AJR",44
24,"POG50P2F-WE-AJR",44
25,"POG50P2F-WE-AJR",44
26,"POG50P2F-WE-AJR",44
27,"POG50P2F-WE-AJR",44
28,"POG50P2F-WE-AJR",44
29,"POG50P2F-WE-AJR",44
30,"POG50P2F-WE-AJR",44
31,"POG50P2F-WE-AJR",44
32,"POG50P2F-WE-AJR",44
33,"POG50P2F-WE-AJR",44
34,"POG50P2F-WE-AJR",44
35,"POG50P2F-WE-AJR",44
36,"POG50P2F-WE-AJR",44
37,"POG50P2F-WE-AJR",44
38,"POG50P2F-WE-AJR",44
39,"POG50P2F-WE-AJR",44
40,"POG50P2F-WE-AJR",44
41,"POG50P2F-WE-AJR",44
42,"POG50P2F-WE-AJR",44
43,"POG50P2F-WE-AJR",44
44,"POG50P2F-WE-AJR",44
45,"POG50P2F-WE-AJR",44
46,"POG50P2F-WE-AJR",44
47,"POG50P2F-WE-AJR",44
48,"POG50P2F-WE-AJR",44
49,"POG50P2F-WE-AJR",44
50,"POG50P2F-WE-AJR",44
51,"POG50P2F-WE-AJR",44
52,"POG50P2F-WE-AJR",44
53,"POG50P2F-WE-AJR",44
1,"POG50P2SH-AJR",98
2,"POG50P2SH-AJR",36
3,"POG50P2SH-AJR",36
4,"POG50P2SH-AJR",36
5,"POG50P2SH-AJR",37
6,"POG50P2SH-AJR",37
7,"POG50P2SH-AJR",38
8,"POG50P2SH-AJR",38
9,"POG50P2SH-AJR",38
10,"POG50P2SH-AJR",39
11,"POG50P2SH-AJR",39
12,"POG50P2SH-AJR",40
13,"POG50P2SH-AJR",40
14,"POG50P2SH-AJR",41
15,"POG50P2SH-AJR",41
16,"POG50P2SH-AJR",42
17,"POG50P2SH-AJR",42
18,"POG50P2SH-AJR",42
19,"POG50P2SH-AJR",43
20,"POG50P2SH-AJR",43
21,"POG50P2SH-AJR",44
22,"POG50P2SH-AJR",44
23,"POG50P2SH-AJR",45
24,"POG50P2SH-AJR",45
25,"POG50P2SH-AJR",46
26,"POG50P2SH-AJR",46
27,"POG50P2SH-AJR",47
28,"POG50P2SH-AJR",47
29,"POG50P2SH-AJR",48
30,"POG50P2SH-AJR",48
31,"POG50P2SH-AJR",49
32,"POG50P2SH-AJR",49
33,"POG50P2SH-AJR",50
34,"POG50P2SH-AJR",50
35,"POG50P2SH-AJR",51
36,"POG50P2SH-AJR",52
37,"POG50P2SH-AJR",52
38,"POG50P2SH-AJR",53
39,"POG50P2SH-AJR",53
40,"POG50P2SH-AJR",54
41,"POG50P2SH-AJR",54
42,"POG50P2SH-AJR",55
43,"POG50P2SH-AJR",56
44,"POG50P2SH-AJR",56
45,"POG50P2SH-AJR",57
46,"POG50P2SH-AJR",57
47,"POG50P2SH-AJR",58
48,"POG50P2SH-AJR",59
49,"POG50P2SH-AJR",59
50,"POG50P2SH-AJR",60
51,"POG50P2SH-AJR",61
52,"POG50P2SH-AJR",61
53,"POG50P2SH-AJR",62
1,"POG5P2SH-AJR",59
2,"POG5P2SH-AJR",9
3,"POG5P2SH-AJR",9
4,"POG5P2SH-AJR",9
5,"POG5P2SH-AJR",10
6,"POG5P2SH-AJR",10
7,"POG5P2SH-AJR",10
8,"POG5P2SH-AJR",11
9,"POG5P2SH-AJR",11
10,"POG5P2SH-AJR",11
11,"POG5P2SH-AJR",12
12,"POG5P2SH-AJR",12
13,"POG5P2SH-AJR",13
14,"POG5P2SH-AJR",13
15,"POG5P2SH-AJR",14
16,"POG5P2SH-AJR",14
17,"POG5P2SH-AJR",14
18,"POG5P2SH-AJR",15
19,"POG5P2SH-AJR",15
20,"POG5P2SH-AJR",16
21,"POG5P2SH-AJR",17
22,"POG5P2SH-AJR",17
23,"POG5P2SH-AJR",18
24,"POG5P2SH-AJR",18
25,"POG5P2SH-AJR",19
26,"POG5P2SH-AJR",20
27,"POG5P2SH-AJR",20
28,"POG5P2SH-AJR",21
29,"POG5P2SH-AJR",22
30,"POG5P2SH-AJR",22
31,"POG5P2SH-AJR",23
32,"POG5P2SH-AJR",24
33,"POG5P2SH-AJR",25
34,"POG5P2SH-AJR",26
35,"POG5P2SH-AJR",27
36,"POG5P2SH-AJR",28
37,"POG5P2SH-AJR",28
38,"POG5P2SH-AJR",29
39,"POG5P2SH-AJR",30
40,"POG5P2SH-AJR",31
41,"POG5P2SH-AJR",33
42,"POG5P2SH-AJR",34
43,"POG5P2SH-AJR",35
44,"POG5P2SH-AJR",36
45,"POG5P2SH-AJR",37
46,"POG5P2SH-AJR",38
47,"POG5P2SH-AJR",40
48,"POG5P2SH-AJR",41
49,"POG5P2SH-AJR",43
50,"POG5P2SH-AJR",44
51,"POG5P2SH-AJR",45
52,"POG5P2SH-AJR",47
53,"POG5P2SH-AJR",49
1,"POG5RP1P-AJR",822
2,"POG5RP1P-AJR",470
3,"POG5RP1P-AJR",467
4,"POG5RP1P-AJR",464
5,"POG5RP1P-AJR",462
6,"POG5RP1P-AJR",459
7,"POG5RP1P-AJR",457
8,"POG5RP1P-AJR",454
9,"POG5RP1P-AJR",451
10,"POG5RP1P-AJR",449
11,"POG5RP1P-AJR",446
12,"POG5RP1P-AJR",444
13,"POG5RP1P-AJR",441
14,"POG5RP1P-AJR",439
15,"POG5RP1P-AJR",436
16,"POG5RP1P-AJR",434
17,"POG5RP1P-AJR",431
18,"POG5RP1P-AJR",429
19,"POG5RP1P-AJR",426
20,"POG5RP1P-AJR",424
21,"POG5RP1P-AJR",422
22,"POG5RP1P-AJR",419
23,"POG5RP1P-AJR",417
24,"POG5RP1P-AJR",414
25,"POG5RP1P-AJR",412
26,"POG5RP1P-AJR",410
27,"POG5RP1P-AJR",407
28,"POG5RP1P-AJR",405
29,"POG5RP1P-AJR",403
30,"POG5RP1P-AJR",400
31,"POG5RP1P-AJR",398
32,"POG5RP1P-AJR",396
33,"POG5RP1P-AJR",394
34,"POG5RP1P-AJR",391
35,"POG5RP1P-AJR",389
36,"POG5RP1P-AJR",387
37,"POG5RP1P-AJR",385
38,"POG5RP1P-AJR",383
39,"POG5RP1P-AJR",380
40,"POG5RP1P-AJR",378
41,"POG5RP1P-AJR",376
42,"POG5RP1P-AJR",374
43,"POG5RP1P-AJR",372
44,"POG5RP1P-AJR",370
45,"POG5RP1P-AJR",368
46,"POG5RP1P-AJR",366
47,"POG5RP1P-AJR",364
48,"POG5RP1P-AJR",361
49,"POG5RP1P-AJR",359
50,"POG5RP1P-AJR",357
51,"POG5RP1P-AJR",355
52,"POG5RP1P-AJR",353
53,"POG5RP1P-AJR",351
1,"PP-020-020-030",394
2,"PP-020-020-030",225
3,"PP-020-020-030",224
4,"PP-020-020-030",223
5,"PP-020-020-030",221
6,"PP-020-020-030",220
7,"PP-020-020-030",219
8,"PP-020-020-030",218
9,"PP-020-020-030",216
10,"PP-020-020-030",215
11,"PP-020-020-030",214
12,"PP-020-020-030",213
13,"PP-020-020-030",211
14,"PP-020-020-030",210
15,"PP-020-020-030",209
16,"PP-020-020-030",208
17,"PP-020-020-030",207
18,"PP-020-020-030",205
19,"PP-020-020-030",204
20,"PP-020-020-030",203
21,"PP-020-020-030",202
22,"PP-020-020-030",201
23,"PP-020-020-030",200
24,"PP-020-020-030",198
25,"PP-020-020-030",197
26,"PP-020-020-030",196
27,"PP-020-020-030",195
28,"PP-020-020-030",194
29,"PP-020-020-030",193
30,"PP-020-020-030",192
31,"PP-020-020-030",191
32,"PP-020-020-030",190
33,"PP-020-020-030",188
34,"PP-020-020-030",187
35,"PP-020-020-030",186
36,"PP-020-020-030",185
37,"PP-020-020-030",184
38,"PP-020-020-030",183
39,"PP-020-020-030",182
40,"PP-020-020-030",181
41,"PP-020-020-030",180
42,"PP-020-020-030",179
43,"PP-020-020-030",178
44,"PP-020-020-030",177
45,"PP-020-020-030",176
46,"PP-020-020-030",175
47,"PP-020-020-030",174
48,"PP-020-020-030",173
49,"PP-020-020-030",172
50,"PP-020-020-030",171
51,"PP-020-020-030",170
52,"PP-020-020-030",169
53,"PP-020-020-030",168
1,"PPL-336-S1B-40E",75
2,"PPL-336-S1B-40E",40
3,"PPL-336-S1B-40E",40
4,"PPL-336-S1B-40E",40
5,"PPL-336-S1B-40E",40
6,"PPL-336-S1B-40E",40
7,"PPL-336-S1B-40E",40
8,"PPL-336-S1B-40E",40
9,"PPL-336-S1B-40E",39
10,"PPL-336-S1B-40E",39
11,"PPL-336-S1B-40E",39
12,"PPL-336-S1B-40E",39
13,"PPL-336-S1B-40E",39
14,"PPL-336-S1B-40E",39
15,"PPL-336-S1B-40E",39
16,"PPL-336-S1B-40E",38
17,"PPL-336-S1B-40E",38
18,"PPL-336-S1B-40E",38
19,"PPL-336-S1B-40E",38
20,"PPL-336-S1B-40E",38
21,"PPL-336-S1B-40E",38
22,"PPL-336-S1B-40E",38
23,"PPL-336-S1B-40E",38
24,"PPL-336-S1B-40E",37
25,"PPL-336-S1B-40E",37
26,"PPL-336-S1B-40E",37
27,"PPL-336-S1B-40E",37
28,"PPL-336-S1B-40E",37
29,"PPL-336-S1B-40E",37
30,"PPL-336-S1B-40E",37
31,"PPL-336-S1B-40E",36
32,"PPL-336-S1B-40E",36
33,"PPL-336-S1B-40E",36
34,"PPL-336-S1B-40E",36
35,"PPL-336-S1B-40E",36
36,"PPL-336-S1B-40E",36
37,"PPL-336-S1B-40E",36
38,"PPL-336-S1B-40E",36
39,"PPL-336-S1B-40E",35
40,"PPL-336-S1B-40E",35
41,"PPL-336-S1B-40E",35
42,"PPL-336-S1B-40E",35
43,"PPL-336-S1B-40E",35
44,"PPL-336-S1B-40E",35
45,"PPL-336-S1B-40E",35
46,"PPL-336-S1B-40E",35
47,"PPL-336-S1B-40E",35
48,"PPL-336-S1B-40E",34
49,"PPL-336-S1B-40E",34
50,"PPL-336-S1B-40E",34
51,"PPL-336-S1B-40E",34
52,"PPL-336-S1B-40E",34
53,"PPL-336-S1B-40E",34
1,"PTA24242",319
2,"PTA24242",241
3,"PTA24242",182
4,"PTA24242",137
5,"PTA24242",104
6,"PTA24242",78
7,"PTA24242",59
8,"PTA24242",44
9,"PTA24242",33
10,"PTA24242",25
11,"PTA24242",19
12,"PTA24242",14
13,"PTA24242",11
14,"PTA24242",8
15,"PTA24242",6
16,"PTA24242",4
17,"PTA24242",3
18,"PTA24242",2
19,"PTA24242",2
20,"PTA24242",1
21,"PTA24242",1
22,"PTA24242",0
23,"PTA24242",0
24,"PTA24242",0
25,"PTA24242",0
26,"PTA24242",0
27,"PTA24242",0
28,"PTA24242",0
29,"PTA24242",0
30,"PTA24242",0
31,"PTA24242",0
32,"PTA24242",0
33,"PTA24242",0
34,"PTA24242",0
35,"PTA24242",0
36,"PTA24242",0
37,"PTA24242",0
38,"PTA24242",0
39,"PTA24242",0
40,"PTA24242",0
41,"PTA24242",0
42,"PTA24242",0
43,"PTA24242",0
44,"PTA24242",0
45,"PTA24242",0
46,"PTA24242",0
47,"PTA24242",0
48,"PTA24242",0
49,"PTA24242",0
50,"PTA24242",0
51,"PTA24242",0
52,"PTA24242",0
53,"PTA24242",0
1,"PWG-STD-20202",49
2,"PWG-STD-20202",16
3,"PWG-STD-20202",16
4,"PWG-STD-20202",16
5,"PWG-STD-20202",16
6,"PWG-STD-20202",17
7,"PWG-STD-20202",17
8,"PWG-STD-20202",17
9,"PWG-STD-20202",17
10,"PWG-STD-20202",18
11,"PWG-STD-20202",18
12,"PWG-STD-20202",18
13,"PWG-STD-20202",18
14,"PWG-STD-20202",19
15,"PWG-STD-20202",19
16,"PWG-STD-20202",19
17,"PWG-STD-20202",20
18,"PWG-STD-20202",20
19,"PWG-STD-20202",20
20,"PWG-STD-20202",20
21,"PWG-STD-20202",21
22,"PWG-STD-20202",21
23,"PWG-STD-20202",21
24,"PWG-STD-20202",22
25,"PWG-STD-20202",22
26,"PWG-STD-20202",22
27,"PWG-STD-20202",23
28,"PWG-STD-20202",23
29,"PWG-STD-20202",23
30,"PWG-STD-20202",24
31,"PWG-STD-20202",24
32,"PWG-STD-20202",24
33,"PWG-STD-20202",25
34,"PWG-STD-20202",25
35,"PWG-STD-20202",25
36,"PWG-STD-20202",26
37,"PWG-STD-20202",26
38,"PWG-STD-20202",26
39,"PWG-STD-20202",27
40,"PWG-STD-20202",27
41,"PWG-STD-20202",28
42,"PWG-STD-20202",28
43,"PWG-STD-20202",28
44,"PWG-STD-20202",29
45,"PWG-STD-20202",29
46,"PWG-STD-20202",30
47,"PWG-STD-20202",30
48,"PWG-STD-20202",30
49,"PWG-STD-20202",31
50,"PWG-STD-20202",31
51,"PWG-STD-20202",32
52,"PWG-STD-20202",32
53,"PWG-STD-20202",33
1,"PWG-STD-24242",71
2,"PWG-STD-24242",32
3,"PWG-STD-24242",32
4,"PWG-STD-24242",32
5,"PWG-STD-24242",32
6,"PWG-STD-24242",32
7,"PWG-STD-24242",32
8,"PWG-STD-24242",33
9,"PWG-STD-24242",33
10,"PWG-STD-24242",33
11,"PWG-STD-24242",33
12,"PWG-STD-24242",33
13,"PWG-STD-24242",33
14,"PWG-STD-24242",33
15,"PWG-STD-24242",33
16,"PWG-STD-24242",34
17,"PWG-STD-24242",34
18,"PWG-STD-24242",34
19,"PWG-STD-24242",34
20,"PWG-STD-24242",34
21,"PWG-STD-24242",34
22,"PWG-STD-24242",34
23,"PWG-STD-24242",34
24,"PWG-STD-24242",35
25,"PWG-STD-24242",35
26,"PWG-STD-24242",35
27,"PWG-STD-24242",35
28,"PWG-STD-24242",35
29,"PWG-STD-24242",35
30,"PWG-STD-24242",35
31,"PWG-STD-24242",36
32,"PWG-STD-24242",36
33,"PWG-STD-24242",36
34,"PWG-STD-24242",36
35,"PWG-STD-24242",36
36,"PWG-STD-24242",36
37,"PWG-STD-24242",36
38,"PWG-STD-24242",37
39,"PWG-STD-24242",37
40,"PWG-STD-24242",37
41,"PWG-STD-24242",37
42,"PWG-STD-24242",37
43,"PWG-STD-24242",37
44,"PWG-STD-24242",37
45,"PWG-STD-24242",38
46,"PWG-STD-24242",38
47,"PWG-STD-24242",38
48,"PWG-STD-24242",38
49,"PWG-STD-24242",38
50,"PWG-STD-24242",38
51,"PWG-STD-24242",38
52,"PWG-STD-24242",39
53,"PWG-STD-24242",39
1,"SP200D24242",171
2,"SP200D24242",61
3,"SP200D24242",62
4,"SP200D24242",63
5,"SP200D24242",63
6,"SP200D24242",64
7,"SP200D24242",65
8,"SP200D24242",65
9,"SP200D24242",66
10,"SP200D24242",67
11,"SP200D24242",68
12,"SP200D24242",69
13,"SP200D24242",69
14,"SP200D24242",70
15,"SP200D24242",71
16,"SP200D24242",72
17,"SP200D24242",72
18,"SP200D24242",73
19,"SP200D24242",74
20,"SP200D24242",75
21,"SP200D24242",76
22,"SP200D24242",77
23,"SP200D24242",78
24,"SP200D24242",78
25,"SP200D24242",79
26,"SP200D24242",80
27,"SP200D24242",81
28,"SP200D24242",82
29,"SP200D24242",83
30,"SP200D24242",84
31,"SP200D24242",85
32,"SP200D24242",86
33,"SP200D24242",87
34,"SP200D24242",88
35,"SP200D24242",89
36,"SP200D24242",90
37,"SP200D24242",91
38,"SP200D24242",92
39,"SP200D24242",93
40,"SP200D24242",94
41,"SP200D24242",95
42,"SP200D24242",96
43,"SP200D24242",97
44,"SP200D24242",98
45,"SP200D24242",99
46,"SP200D24242",100
47,"SP200D24242",102
48,"SP200D24242",103
49,"SP200D24242",104
50,"SP200D24242",105
51,"SP200D24242",106
52,"SP200D24242",107
53,"SP200D24242",109
1,"TFS18099",215
2,"TFS18099",175
3,"TFS18099",170
4,"TFS18099",164
5,"TFS18099",159
6,"TFS18099",154
7,"TFS18099",150
8,"TFS18099",145
9,"TFS18099",141
10,"TFS18099",136
11,"TFS18099",132
12,"TFS18099",128
13,"TFS18099",124
14,"TFS18099",120
15,"TFS18099",116
16,"TFS18099",113
17,"TFS18099",109
18,"TFS18099",106
19,"TFS18099",103
20,"TFS18099",100
21,"TFS18099",96
22,"TFS18099",94
23,"TFS18099",91
24,"TFS18099",88
25,"TFS18099",85
26,"TFS18099",82
27,"TFS18099",80
28,"TFS18099",77
29,"TFS18099",75
30,"TFS18099",73
31,"TFS18099",70
32,"TFS18099",68
33,"TFS18099",66
34,"TFS18099",64
35,"TFS18099",62
36,"TFS18099",60
37,"TFS18099",58
38,"TFS18099",57
39,"TFS18099",55
40,"TFS18099",53
41,"TFS18099",51
42,"TFS18099",50
43,"TFS18099",48
44,"TFS18099",47
45,"TFS18099",45
46,"TFS18099",44
47,"TFS18099",43
48,"TFS18099",41
49,"TFS18099",40
50,"TFS18099",39
51,"TFS18099",38
52,"TFS18099",36
53,"TFS18099",35
1,"TFS18896",44
2,"TFS18896",21
3,"TFS18896",21
4,"TFS18896",21
5,"TFS18896",21
6,"TFS18896",21
7,"TFS18896",21
8,"TFS18896",21
9,"TFS18896",21
10,"TFS18896",21
11,"TFS18896",21
12,"TFS18896",21
13,"TFS18896",22
14,"TFS18896",22
15,"TFS18896",22
16,"TFS18896",22
17,"TFS18896",22
18,"TFS18896",22
19,"TFS18896",22
20,"TFS18896",22
21,"TFS18896",22
22,"TFS18896",22
23,"TFS18896",22
24,"TFS18896",22
25,"TFS18896",22
26,"TFS18896",22
27,"TFS18896",22
28,"TFS18896",22
29,"TFS18896",22
30,"TFS18896",22
31,"TFS18896",22
32,"TFS18896",22
33,"TFS18896",22
34,"TFS18896",22
35,"TFS18896",22
36,"TFS18896",22
37,"TFS18896",22
38,"TFS18896",22
39,"TFS18896",22
40,"TFS18896",22
41,"TFS18896",22
42,"TFS18896",22
43,"TFS18896",22
44,"TFS18896",22
45,"TFS18896",22
46,"TFS18896",22
47,"TFS18896",22
48,"TFS18896",22
49,"TFS18896",22
50,"TFS18896",22
51,"TFS18896",22
52,"TFS18896",22
53,"TFS18896",22
1,"TFS18913",140
2,"TFS18913",87
3,"TFS18913",86
4,"TFS18913",85
5,"TFS18913",84
6,"TFS18913",83
7,"TFS18913",83
8,"TFS18913",82
9,"TFS18913",81
10,"TFS18913",80
11,"TFS18913",79
12,"TFS18913",79
13,"TFS18913",78
14,"TFS18913",77
15,"TFS18913",76
16,"TFS18913",75
17,"TFS18913",75
18,"TFS18913",74
19,"TFS18913",73
20,"TFS18913",72
21,"TFS18913",72
22,"TFS18913",71
23,"TFS18913",70
24,"TFS18913",70
25,"TFS18913",69
26,"TFS18913",68
27,"TFS18913",68
28,"TFS18913",67
29,"TFS18913",66
30,"TFS18913",66
31,"TFS18913",65
32,"TFS18913",64
33,"TFS18913",64
34,"TFS18913",63
35,"TFS18913",62
36,"TFS18913",62
37,"TFS18913",61
38,"TFS18913",60
39,"TFS18913",60
40,"TFS18913",59
41,"TFS18913",59
42,"TFS18913",58
43,"TFS18913",57
44,"TFS18913",57
45,"TFS18913",56
46,"TFS18913",56
47,"TFS18913",55
48,"TFS18913",55
49,"TFS18913",54
50,"TFS18913",54
51,"TFS18913",53
52,"TFS18913",52
53,"TFS18913",52
1,"TFS19177",41
2,"TFS19177",16
